filename,category,height,width,xmin,ymin,xmax,ymax
IMG_0398.png,Fungus,805,598,121,98,244,286
IMG_0400.png,Leaf,755,578,0,0,578,755
IMG_0402.png,Leaf,750,630,0,0,630,750
IMG_0402.png,Fungus,750,630,125,74,602,706
IMG_0404.png,Leaf,995,766,0,0,766,995
IMG_0406.png,Leaf,1030,816,0,0,816,1030
IMG_0408.png,Leaf,869,642,0,0,642,869
IMG_0408.png,Fungus,869,642,167,40,517,450
IMG_0410.png,Leaf,590,551,0,0,551,590
IMG_0410.png,Fungus,590,551,82,189,208,318
IMG_0410.png,Fungus,590,551,85,77,208,193
IMG_0412.png,Leaf,937,672,0,0,672,937
IMG_0412.png,Leaf Miner,937,672,182,84,491,303
IMG_0414.png,Leaf,834,607,0,0,607,834
IMG_0414.png,Fungus,834,607,115,340,375,602
IMG_0420.png,Leaf,1055,863,0,0,863,1055
IMG_0422.png,Leaf,1052,812,0,0,812,1052
IMG_0422.png,Fungus,1052,812,49,594,779,1038
IMG_0422.png,Fungus,1052,812,202,180,349,335
IMG_0424.png,Leaf,940,812,0,0,812,940
IMG_0426.png,Leaf,973,711,0,0,711,973
IMG_0428.png,Leaf,1218,981,0,0,981,1218
IMG_0430.png,Leaf,943,812,0,0,812,943
IMG_0430.png,Fungus,943,812,431,665,763,907
IMG_0430.png,Fungus,943,812,172,670,322,766
IMG_0435.png,Leaf,785,654,0,0,654,785
IMG_0435.png,Fungus,785,654,452,605,608,763
IMG_0435.png,Fungus,785,654,300,332,395,417
IMG_0437.png,Leaf,1120,889,0,0,889,1120
IMG_0439.png,Leaf,731,638,0,0,638,731
IMG_0439.png,Fungus,731,638,226,30,504,153
IMG_0439.png,Fungus,731,638,469,663,578,728
IMG_0441.png,Leaf,872,714,0,0,714,872
IMG_0443.png,Leaf,1344,921,0,0,921,1344
IMG_0445.png,Leaf,540,561,0,0,561,540
IMG_0447.png,Leaf,617,551,0,0,551,617
IMG_0447.png,Fungus,617,551,180,24,331,91
IMG_0447.png,Fungus,617,551,458,530,514,588
IMG_1148.png,Leaf,774,1211,0,0,1211,774
IMG_1150.png,Leaf,1009,940,0,0,940,1009
IMG_1152.png,Leaf,866,1239,0,0,1239,866
IMG_1154.png,Leaf,661,462,0,0,462,661
IMG_1156.png,Leaf Miner,777,1177,473,64,617,205
IMG_1156.png,Fungus,777,1177,636,62,815,215
IMG_1156.png,Leaf,777,1177,0,0,1177,777
IMG_1158.png,Leaf,659,704,0,0,704,659
IMG_1160.png,Fungus,528,893,486,180,584,279
IMG_1160.png,Fungus,528,893,320,107,479,162
IMG_1160.png,Fungus,528,893,596,279,670,373
IMG_1160.png,Fungus,528,893,389,384,727,484
IMG_1160.png,Fungus,528,893,133,215,340,418
IMG_1160.png,Fungus,528,893,400,221,462,273
IMG_1160.png,Fungus,528,893,508,27,652,138
IMG_1160.png,Leaf,528,893,0,0,893,528
IMG_1160.png,Fungus,528,893,669,85,888,335
IMG_1160.png,Fungus,528,893,283,5,408,95
IMG_1160.png,Fungus,528,893,159,40,267,142
IMG_1160.png,Fungus,528,893,57,113,146,202
IMG_1166.png,Leaf,877,544,0,0,544,877
IMG_1166.png,Fungus,877,544,136,530,255,654
IMG_1166.png,Fungus,877,544,414,476,537,577
IMG_1166.png,Fungus,877,544,109,740,213,822
IMG_1168.png,Leaf,758,862,0,0,862,758
IMG_1170.png,Leaf,862,1029,0,0,1029,862
IMG_1170.png,Leaf Miner,862,1029,497,385,826,730
IMG_1170.png,Other Insect,862,1029,728,99,914,201
IMG_1176.png,Leaf,644,1015,0,0,1015,644
IMG_1180.png,Leaf,1151,1227,0,0,1227,1151
IMG_1182.png,Leaf,525,778,0,0,778,525
IMG_1186.png,Leaf,783,644,0,0,644,783
IMG_1188.png,Leaf,650,1008,0,0,1008,650
IMG_1188.png,Fungus,650,1008,630,70,661,91
IMG_1188.png,Leaf Miner,650,1008,249,18,525,200
IMG_1188.png,Fungus,650,1008,270,53,386,166
IMG_1192.png,Leaf,642,1092,0,0,1092,642
IMG_1194.png,Leaf,631,811,0,0,811,631
IMG_1194.png,Leaf Miner,631,811,103,50,470,243
IMG_1196.png,Leaf,731,1131,0,0,1131,731
IMG_1196.png,Leaf Miner,731,1131,349,58,736,207
IMG_1198.png,Leaf,645,1053,0,0,1053,645
IMG_1200.png,Leaf,787,950,0,0,950,787
IMG_1200.png,Leaf Miner,787,950,304,149,607,293
IMG_1200.png,Fungus,787,950,36,386,258,710
IMG_1200.png,Fungus,787,950,628,314,826,473
IMG_1202.png,Leaf,944,1518,0,0,1518,944
IMG_1202.png,Fungus,944,1518,551,242,608,303
IMG_1202.png,Fungus,944,1518,534,55,624,135
IMG_1202.png,Fungus,944,1518,164,284,229,343
IMG_1202.png,Fungus,944,1518,828,820,881,875
IMG_1205.png,Leaf,759,1106,0,0,1106,759
IMG_1205.png,Leaf Miner,759,1106,473,145,727,345
IMG_1205.png,Other Insect,759,1106,601,149,660,246
IMG_1205.png,Other Insect,759,1106,683,214,856,378
IMG_1205.png,Other Insect,759,1106,906,509,1024,601
IMG_1207.png,Leaf,906,1439,0,0,1439,906
IMG_1207.png,Fungus,906,1439,795,157,1418,734
IMG_1218.png,Leaf,673,1001,0,0,1001,673
IMG_1218.png,Leaf Miner,673,1001,172,78,574,431
IMG_1220.png,Leaf,778,1079,0,0,1079,778
IMG_1220.png,Fungus,778,1079,175,50,947,315
IMG_1222.png,Leaf,686,1156,0,0,1156,686
IMG_1222.png,Fungus,686,1156,424,19,925,328
IMG_1224.png,Leaf,715,1377,0,0,1377,715
IMG_1224.png,Other Insect,715,1377,567,78,626,164
IMG_1224.png,Other Insect,715,1377,349,267,584,385
IMG_1224.png,Other Insect,715,1377,433,126,557,227
IMG_1224.png,Other Insect,715,1377,237,326,361,450
IMG_1226.png,Leaf,752,1053,0,0,1053,752
IMG_1226.png,Fungus,752,1053,332,18,921,296
IMG_1228.png,Leaf,574,974,0,0,974,574
IMG_1228.png,Leaf Miner,574,974,602,29,778,162
IMG_1230.png,Leaf,776,847,0,0,847,776
IMG_1230.png,Leaf Miner,776,847,330,173,561,271
IMG_1230.png,Fungus,776,847,301,69,706,337
IMG_1232.png,Leaf,808,1077,0,0,1077,808
IMG_1232.png,Leaf Miner,808,1077,580,172,845,419
IMG_1232.png,Fungus,808,1077,578,65,692,164
IMG_1232.png,Leaf Miner,808,1077,433,620,740,692
IMG_1232.png,Fungus,808,1077,431,677,606,753
IMG_1232.png,Other Insect,808,1077,815,601,906,728
IMG_1234.png,Leaf,686,1089,0,0,1089,686
IMG_1234.png,Leaf Miner,686,1089,99,217,195,444
IMG_1238.png,Leaf,702,1131,0,0,1131,702
IMG_1238.png,Leaf Miner,702,1131,601,193,875,326
IMG_1238.png,Fungus,702,1131,618,132,734,233
IMG_1238.png,Fungus,702,1131,805,275,864,318
IMG_1240.png,Leaf,978,1174,0,0,1174,978
IMG_1240.png,Leaf Miner,978,1174,795,384,1025,778
IMG_1240.png,Fungus,978,1174,383,725,436,788
IMG_1240.png,Fungus,978,1174,131,849,196,898
IMG_1243.png,Leaf,705,1079,0,0,1079,705
IMG_1243.png,Other Insect,705,1079,577,421,732,566
IMG_1245.png,Leaf,706,1034,0,0,1034,706
IMG_1245.png,Other Insect,706,1034,656,198,782,356
IMG_1245.png,Other Insect,706,1034,612,440,707,510
IMG_1245.png,Leaf Miner,706,1034,298,38,649,242
IMG_1247.png,Leaf,595,1071,0,0,1071,595
IMG_1247.png,Fungus,595,1071,360,228,752,402
IMG_1249.png,Leaf,817,1660,0,0,1660,817
IMG_1249.png,Leaf Miner,817,1660,605,615,754,736
IMG_1249.png,Fungus,817,1660,362,586,610,787
IMG_1255.png,Leaf,742,1176,0,0,1176,742
IMG_1255.png,Leaf Miner,742,1176,319,63,624,218
IMG_1502.png,Fungus,321,569,487,90,563,164
IMG_1502.png,Leaf Miner,321,569,151,203,363,310
IMG_1502.png,Leaf,321,569,0,0,569,321
IMG_1508.png,Leaf,358,781,0,0,781,358
IMG_1508.png,Fungus,358,781,200,165,610,356
IMG_1514.png,Leaf,375,653,0,0,653,375
IMG_1518.png,Fungus,397,603,130,323,321,397
IMG_1518.png,Leaf,397,603,0,0,603,397
IMG_1518.png,Fungus,397,603,329,150,577,397
IMG_1518.png,Fungus,397,603,20,111,125,333
IMG_1520.png,Leaf,393,711,0,0,711,393
IMG_1522.png,Fungus,432,712,383,206,499,340
IMG_1522.png,Leaf,432,712,0,0,712,432
IMG_1522.png,Leaf Miner,432,712,557,56,667,178
IMG_1524.png,Other Insect,410,569,374,292,432,338
IMG_1524.png,Other Insect,410,569,62,113,175,221
IMG_1524.png,Other Insect,410,569,320,300,362,362
IMG_1524.png,Other Insect,410,569,274,7,313,62
IMG_1524.png,Other Insect,410,569,316,34,342,63
IMG_1524.png,Other Insect,410,569,406,23,461,85
IMG_1524.png,Other Insect,410,569,348,13,398,52
IMG_1524.png,Leaf,410,569,0,0,569,410
IMG_1524.png,Other Insect,410,569,159,330,249,389
IMG_1526.png,Leaf,375,598,0,0,598,375
IMG_1526.png,Fungus,375,598,55,134,312,367
IMG_1528.png,Leaf,330,569,0,0,569,330
IMG_1528.png,Fungus,330,569,64,140,444,307
IMG_1530.png,Other Insect,414,757,110,145,146,179
IMG_1530.png,Leaf,414,757,0,0,757,414
IMG_1530.png,Other Insect,414,757,210,183,253,227
IMG_1530.png,Other Insect,414,757,176,187,203,216
IMG_1530.png,Other Insect,414,757,479,233,519,274
IMG_1532.png,Leaf,388,804,0,0,804,388
IMG_1532.png,Leaf Miner,388,804,94,23,293,158
IMG_1534.png,Leaf Miner,358,646,295,254,477,336
IMG_1534.png,Leaf,358,646,0,0,646,358
IMG_1534.png,Leaf Miner,358,646,271,25,502,103
IMG_1534.png,Fungus,358,646,378,261,463,334
IMG_1538.png,Leaf Miner,375,638,50,40,289,142
IMG_1538.png,Leaf,375,638,0,0,638,375
IMG_1538.png,Fungus,375,638,62,61,128,128
IMG_1540.png,Other Insect,396,590,201,8,330,97
IMG_1540.png,Leaf,396,590,0,0,590,396
IMG_1540.png,Fungus,396,590,242,294,327,362
IMG_1542.png,Leaf,430,764,0,0,764,430
IMG_1546.png,Leaf Miner,327,633,115,202,406,278
IMG_1546.png,Leaf,327,633,0,0,633,327
IMG_1548.png,Fungus,488,756,197,59,294,144
IMG_1548.png,Leaf,488,756,0,0,756,488
IMG_1548.png,Other Insect,488,756,510,196,619,307
IMG_1550.png,Leaf Miner,298,774,262,2,521,87
IMG_1550.png,Leaf,298,774,0,0,774,298
IMG_1550.png,Fungus,298,774,319,2,465,39
IMG_1552.png,Other Insect,409,554,470,208,512,266
IMG_1552.png,Leaf,409,554,0,0,554,409
IMG_1552.png,Other Insect,409,554,95,146,125,182
IMG_1552.png,Other Insect,409,554,271,334,314,369
IMG_1556.png,Other Insect,519,848,138,181,216,250
IMG_1556.png,Leaf,519,848,0,0,848,519
IMG_1556.png,Other Insect,519,848,522,58,597,125
IMG_1558.png,Leaf Miner,359,645,127,266,346,359
IMG_1558.png,Leaf,359,645,0,0,645,359
IMG_1558.png,Fungus,359,645,196,307,301,353
IMG_1560.png,Leaf,291,640,0,0,640,291
IMG_1560.png,Fungus,291,640,366,160,519,242
IMG_1562.png,Leaf,353,687,0,0,687,353
IMG_1562.png,Fungus,353,687,170,164,401,331
IMG_1564.png,Leaf,240,518,0,0,518,240
IMG_1564.png,Other Insect,240,518,151,21,375,153
IMG_1566.png,Other Insect,455,803,228,117,357,209
IMG_1566.png,Leaf,455,803,0,0,803,455
IMG_1566.png,Other Insect,455,803,205,232,250,291
IMG_1568.png,Fungus,452,879,337,289,779,440
IMG_1568.png,Other Insect,452,879,293,299,331,404
IMG_1568.png,Leaf,452,879,0,0,879,452
IMG_1568.png,Fungus,452,879,765,213,797,268
IMG_1570.png,Other Insect,434,809,441,45,487,87
IMG_1570.png,Other Insect,434,809,559,54,591,86
IMG_1570.png,Other Insect,434,809,594,61,636,106
IMG_1570.png,Other Insect,434,809,540,106,596,159
IMG_1570.png,Leaf,434,809,0,0,809,434
IMG_1570.png,Other Insect,434,809,286,19,317,72
IMG_1570.png,Other Insect,434,809,339,31,376,78
IMG_1572.png,Other Insect,414,779,464,334,519,370
IMG_1572.png,Leaf,414,779,0,0,779,414
IMG_1572.png,Other Insect,414,779,263,320,290,349
IMG_1572.png,Other Insect,414,779,451,272,469,299
IMG_1572.png,Other Insect,414,779,506,275,542,316
IMG_1572.png,Other Insect,414,779,579,255,621,296
IMG_1572.png,Other Insect,414,779,408,358,440,395
IMG_1576.png,Other Insect,391,753,580,223,620,283
IMG_1576.png,Leaf,391,753,0,0,753,391
IMG_1576.png,Other Insect,391,753,324,28,356,63
IMG_1576.png,Other Insect,391,753,366,24,406,65
IMG_1576.png,Other Insect,391,753,289,198,337,241
IMG_1576.png,Other Insect,391,753,260,259,305,294
IMG_1576.png,Other Insect,391,753,485,133,529,176
IMG_1576.png,Other Insect,391,753,363,269,405,308
IMG_1576.png,Other Insect,391,753,343,306,442,366
IMG_1576.png,Other Insect,391,753,513,48,608,98
IMG_1576.png,Other Insect,391,753,507,209,549,271
IMG_1576.png,Other Insect,391,753,477,286,580,355
IMG_1576.png,Other Insect,391,753,630,262,649,292
IMG_1584.png,Leaf,282,634,0,0,634,282
IMG_1584.png,Mechanical Damage,282,634,137,133,316,229
IMG_1586.png,Leaf,496,844,0,0,844,496
IMG_1586.png,Other Insect,496,844,199,30,288,140
IMG_1586.png,Other Insect,496,844,306,42,319,73
IMG_1586.png,Other Insect,496,844,311,78,343,107
IMG_1586.png,Other Insect,496,844,405,48,494,143
IMG_1586.png,Other Insect,496,844,536,70,587,157
IMG_1592.png,Other Insect,426,779,69,199,245,283
IMG_1592.png,Leaf,426,779,0,0,779,426
IMG_1592.png,Leaf Miner,426,779,291,321,595,405
IMG_1592.png,Fungus,426,779,443,333,567,401
IMG_1592.png,Leaf Miner,426,779,342,22,429,86
IMG_1594.png,Leaf Miner,440,653,195,90,284,120
IMG_1594.png,Leaf,440,653,0,0,653,440
IMG_1594.png,Leaf Miner,440,653,145,259,269,330
IMG_1598.png,Fungus,254,467,276,32,461,169
IMG_1598.png,Leaf,254,467,0,0,467,254
IMG_1598.png,Fungus,254,467,79,152,371,218
IMG_1602.png,Leaf,536,774,0,0,774,536
IMG_1602.png,Leaf Miner,536,774,467,100,588,148
IMG_1604.png,Fungus,417,825,555,37,580,68
IMG_1604.png,Leaf,417,825,0,0,825,417
IMG_1604.png,Fungus,417,825,275,269,326,316
IMG_1604.png,Fungus,417,825,380,258,467,311
IMG_1604.png,Fungus,417,825,506,295,547,362
IMG_1604.png,Fungus,417,825,551,101,582,133
IMG_1604.png,Fungus,417,825,303,23,358,59
IMG_1606.png,Leaf,256,533,0,0,533,256
IMG_1606.png,Leaf Miner,256,533,242,177,426,232
IMG_1608.png,Other Insect,468,804,132,292,254,363
IMG_1608.png,Leaf,468,804,0,0,804,468
IMG_1608.png,Fungus,468,804,275,46,371,129
IMG_1608.png,Fungus,468,804,604,189,680,243
IMG_1608.png,Other Insect,468,804,379,316,549,430
IMG_1612.png,Leaf Miner,453,739,97,103,232,186
IMG_1612.png,Leaf,453,739,0,0,739,453
IMG_1614.png,Leaf,354,592,0,0,592,354
IMG_1616.png,Leaf Miner,322,608,398,215,580,296
IMG_1616.png,Leaf,322,608,0,0,608,322
IMG_1618.png,Leaf,373,648,0,0,648,373
IMG_1618.png,Leaf Miner,373,648,343,175,477,259
IMG_1618.png,Leaf Miner,373,648,242,73,292,182
IMG_1620.png,Leaf,360,580,0,0,580,360
IMG_1620.png,Leaf Miner,360,580,343,58,545,206
IMG_1622.png,Leaf,705,1066,0,0,1066,705
IMG_1622.png,Leaf Miner,705,1066,248,523,507,670
IMG_1622.png,Other Insect,705,1066,24,403,161,524
IMG_1626.png,Fungus,370,831,411,75,442,120
IMG_1626.png,Leaf,370,831,0,0,831,370
IMG_1626.png,Fungus,370,831,654,110,702,163
IMG_1626.png,Fungus,370,831,626,145,652,184
IMG_1626.png,Fungus,370,831,378,250,424,292
IMG_1626.png,Fungus,370,831,246,77,270,103
IMG_1626.png,Fungus,370,831,140,152,179,181
IMG_1626.png,Fungus,370,831,410,29,435,49
IMG_1628.png,Leaf,425,678,0,0,678,425
IMG_1628.png,Leaf Miner,425,678,327,351,414,406
IMG_1630.png,Leaf,389,792,0,0,792,389
IMG_1630.png,Leaf Miner,389,792,228,8,490,111
IMG_1630.png,Fungus,389,792,258,18,320,65
IMG_1632.png,Leaf,530,902,0,0,902,530
IMG_1632.png,Fungus,530,902,369,350,393,376
IMG_1638.png,Leaf,338,570,0,0,570,338
IMG_1638.png,Leaf Miner,338,570,133,47,411,93
IMG_1640.png,Leaf,252,520,0,0,520,252
IMG_1640.png,Fungus,252,520,137,13,321,65
IMG_1642.png,Leaf,301,479,0,0,479,301
IMG_1642.png,Leaf Miner,301,479,159,4,411,92
IMG_1644.png,Leaf,463,861,0,0,861,463
IMG_1644.png,Other Insect,463,861,296,10,366,73
IMG_1644.png,Other Insect,463,861,387,131,427,198
IMG_1644.png,Other Insect,463,861,478,173,581,256
IMG_1644.png,Other Insect,463,861,334,362,580,423
IMG_1644.png,Other Insect,463,861,619,172,777,250
IMG_1646.png,Leaf,290,496,0,0,496,290
IMG_1646.png,Leaf Miner,290,496,125,171,401,271
IMG_1646.png,Other Insect,290,496,49,47,179,106
IMG_1648.png,Leaf,203,487,0,0,487,203
IMG_1648.png,Leaf Miner,203,487,103,68,314,139
IMG_1650.png,Leaf,321,548,0,0,548,321
IMG_1650.png,Leaf Miner,321,548,177,237,374,265
IMG_1650.png,Other Insect,321,548,145,111,214,161
IMG_1652.png,Leaf,535,1005,0,0,1005,535
IMG_1652.png,Other Insect,535,1005,371,386,461,457
IMG_1652.png,Other Insect,535,1005,325,222,358,254
IMG_1652.png,Other Insect,535,1005,268,254,339,313
IMG_1652.png,Other Insect,535,1005,248,97,379,140
IMG_1654.png,Leaf,349,674,0,0,674,349
IMG_1654.png,Leaf Miner,349,674,195,249,382,301
IMG_1654.png,Leaf Miner,349,674,304,33,373,76
IMG_1656.png,Leaf,547,992,0,0,992,547
IMG_1656.png,Other Insect,547,992,387,6,521,105
IMG_1656.png,Other Insect,547,992,225,337,346,461
IMG_1656.png,Other Insect,547,992,388,426,544,519
IMG_1658.png,Leaf,284,628,0,0,628,284
IMG_1658.png,Leaf Miner,284,628,83,85,213,183
IMG_1660.png,Leaf,396,640,0,0,640,396
IMG_1660.png,Leaf Miner,396,640,36,263,211,372
IMG_1664.png,Leaf,198,445,0,0,445,198
IMG_1666.png,Other Insect,398,771,385,107,561,213
IMG_1666.png,Leaf,398,771,0,0,771,398
IMG_1669.png,Leaf,391,566,0,0,566,391
IMG_1669.png,Fungus,391,566,19,131,97,234
IMG_1671.png,Leaf,317,490,0,0,490,317
IMG_1671.png,Leaf Miner,317,490,60,151,148,242
IMG_1674.png,Other Insect,383,806,305,145,331,180
IMG_1674.png,Other Insect,383,806,281,200,318,285
IMG_1674.png,Other Insect,383,806,242,204,266,243
IMG_1674.png,Other Insect,383,806,140,99,168,130
IMG_1674.png,Other Insect,383,806,264,42,291,71
IMG_1674.png,Other Insect,383,806,316,37,344,82
IMG_1674.png,Other Insect,383,806,461,14,542,77
IMG_1674.png,Other Insect,383,806,378,292,445,336
IMG_1674.png,Other Insect,383,806,539,86,561,117
IMG_1674.png,Other Insect,383,806,663,131,681,158
IMG_1674.png,Other Insect,383,806,698,156,713,175
IMG_1674.png,Other Insect,383,806,350,24,399,81
IMG_1674.png,Leaf,383,806,0,0,806,383
IMG_1674.png,Other Insect,383,806,361,197,450,278
IMG_1674.png,Other Insect,383,806,335,89,392,178
IMG_1676.png,Leaf,569,1058,0,0,1058,569
IMG_1676.png,Fungus,569,1058,103,33,338,209
IMG_1676.png,Other Insect,569,1058,550,427,652,500
IMG_1676.png,Other Insect,569,1058,788,266,827,322
IMG_1676.png,Other Insect,569,1058,880,236,924,278
IMG_1676.png,Other Insect,569,1058,443,25,490,104
IMG_1676.png,Other Insect,569,1058,364,31,433,101
IMG_1678.png,Other Insect,555,1045,837,209,921,288
IMG_1678.png,Leaf,555,1045,0,0,1045,555
IMG_1678.png,Other Insect,555,1045,332,476,380,516
IMG_1678.png,Other Insect,555,1045,386,467,414,514
IMG_1678.png,Other Insect,555,1045,424,475,458,522
IMG_1678.png,Other Insect,555,1045,474,482,504,510
IMG_1678.png,Other Insect,555,1045,525,466,564,516
IMG_1678.png,Other Insect,555,1045,510,361,538,409
IMG_1678.png,Other Insect,555,1045,515,424,535,462
IMG_1678.png,Other Insect,555,1045,583,432,640,486
IMG_1678.png,Other Insect,555,1045,629,321,674,352
IMG_1678.png,Other Insect,555,1045,669,279,702,314
IMG_1678.png,Other Insect,555,1045,747,314,778,349
IMG_1678.png,Other Insect,555,1045,580,73,621,133
IMG_1678.png,Other Insect,555,1045,542,76,563,136
IMG_1678.png,Other Insect,555,1045,520,56,537,82
IMG_1678.png,Other Insect,555,1045,484,98,532,136
IMG_1678.png,Other Insect,555,1045,472,47,504,102
IMG_1678.png,Other Insect,555,1045,414,28,465,99
IMG_1678.png,Other Insect,555,1045,364,32,411,86
IMG_1678.png,Other Insect,555,1045,296,31,344,92
IMG_1678.png,Other Insect,555,1045,164,67,190,101
IMG_1678.png,Other Insect,555,1045,785,172,813,226
IMG_1678.png,Other Insect,555,1045,298,421,326,453
IMG_1678.png,Other Insect,555,1045,684,218,710,245
IMG_1680.png,Leaf,599,978,0,0,978,599
IMG_1680.png,Other Insect,599,978,781,168,807,212
IMG_1680.png,Other Insect,599,978,654,451,708,521
IMG_1680.png,Other Insect,599,978,736,418,788,477
IMG_1680.png,Other Insect,599,978,721,355,782,401
IMG_1680.png,Other Insect,599,978,756,274,800,317
IMG_1680.png,Other Insect,599,978,826,298,869,336
IMG_1680.png,Other Insect,599,978,829,352,870,426
IMG_1680.png,Other Insect,599,978,702,248,731,298
IMG_1680.png,Other Insect,599,978,595,216,633,282
IMG_1680.png,Other Insect,599,978,616,87,666,139
IMG_1680.png,Other Insect,599,978,423,73,468,109
IMG_1684.png,Leaf,607,1087,0,0,1087,607
IMG_1684.png,Other Insect,607,1087,327,330,383,426
IMG_1684.png,Other Insect,607,1087,555,44,659,137
IMG_1684.png,Other Insect,607,1087,670,67,707,160
IMG_1684.png,Other Insect,607,1087,736,114,838,219
IMG_1684.png,Fungus,607,1087,844,86,897,149
IMG_1684.png,Other Insect,607,1087,790,420,863,482
IMG_1684.png,Other Insect,607,1087,752,442,783,485
IMG_1684.png,Other Insect,607,1087,465,419,491,477
IMG_1684.png,Other Insect,607,1087,400,388,432,450
IMG_1684.png,Other Insect,607,1087,365,457,403,496
IMG_1684.png,Other Insect,607,1087,419,493,459,533
IMG_1684.png,Other Insect,607,1087,513,436,545,470
IMG_1684.png,Other Insect,607,1087,495,391,533,422
IMG_1684.png,Other Insect,607,1087,557,379,609,406
IMG_1684.png,Other Insect,607,1087,501,485,527,517
IMG_1684.png,Other Insect,607,1087,478,514,500,540
IMG_1684.png,Other Insect,607,1087,197,247,237,299
IMG_1684.png,Other Insect,607,1087,148,299,180,336
IMG_1684.png,Other Insect,607,1087,181,315,202,341
IMG_1684.png,Other Insect,607,1087,270,163,336,222
