img.tag,proportion
image_11_damage_9.png,0.0203608790282946
image_11_damage_10.png,0.026820192375201852
image_12_damage_1.png,0.04106726673631761
image_12_damage_2.png,0.010045808888531705
image_12_damage_3.png,0.024190307803584346
image_12_damage_4.png,0.023788475448043075
image_12_damage_5.png,0.05239893916258137
image_12_damage_6.png,0.015430362452784698
image_12_damage_7.png,0.04219239733183316
image_12_damage_8.png,0.01414449891505264
image_12_damage_9.png,0.020011251305955154
image_12_damage_10.png,0.02121674837257896
image_13_damage_1.png,0.026453657590065325
image_13_damage_2.png,0.01895090873811526
image_13_damage_3.png,0.03279218679257487
image_13_damage_4.png,0.06519630036866955
image_13_damage_5.png,0.0810426233749434
image_13_damage_6.png,0.06584308906280319
image_13_damage_7.png,0.03628484574089645
image_13_damage_8.png,0.08162473319966367
image_13_damage_9.png,0.039195394864497766
image_13_damage_10.png,0.019144945346355347
image_14_damage_1.png,0.1099056603773585
image_14_damage_2.png,0.10009433962264151
image_14_damage_3.png,0.027547169811320753
image_14_damage_4.png,0.10594339622641509
image_14_damage_5.png,0.0859433962264151
image_14_damage_6.png,0.0780188679245283
image_14_damage_7.png,0.10207547169811321
image_14_damage_8.png,0.09150943396226414
image_14_damage_9.png,0.0380188679245283
image_14_damage_10.png,0.10660377358490566
image_15_damage_1.png,0.03445664521014767
image_15_damage_2.png,0.05581219235138205
image_15_damage_3.png,0.0400605831124574
image_15_damage_4.png,0.0436198409693298
image_15_damage_5.png,0.02597500946611132
image_15_damage_6.png,0.043998485422188566
image_15_damage_7.png,0.03892464975388111
image_15_damage_8.png,0.024233244982961
image_15_damage_9.png,0.08193865959863687
image_15_damage_10.png,0.05505490344566452
